name,electricityFee,serviceFee,timePeriod,totalFee,cityName,address,minRateId
万马爱充哥伦布邻街站,A1zUONKm,A1zSNtKm,8:00 - 12:00,A1zaN9Km,苏州市,苏州市相城区润元路366号梦多多小镇地下负二层左拐到底,18437
万马爱充哥伦布邻街站,A1zUONKm,A1zSNtKm,12:00 - 17:00,A1zaN9Km,苏州市,苏州市相城区润元路366号梦多多小镇地下负二层左拐到底,18437
万马爱充哥伦布邻街站,A1zUONKm,A1zSNtKm,17:00 - 21:00,A1zaN9Km,苏州市,苏州市相城区润元路366号梦多多小镇地下负二层左拐到底,18437
万马爱充哥伦布邻街站,A1zUONKm,A1zSNtKm,21:00 - 24:00,A1zaN9Km,苏州市,苏州市相城区润元路366号梦多多小镇地下负二层左拐到底,18437
万马爱充商储六村堡站,A1zRMtKm,A1zWMdKm,0:00 - 7:00,A1zUMtKm,西安市,陕西省西安市未央区六村堡街道丰产路73号,10099
万马爱充商储六村堡站,A1zWNNKm,A1zWMdKm,7:00 - 8:00,AlzTNNKm,西安市,陕西省西安市未央区六村堡街道丰产路73号,10099
万马爱充商储六村堡站,A1zbNtKm,A1zWMdKm,8:00 - 11:30,AlzQNtKm,西安市,陕西省西安市未央区六村堡街道丰产路73号,10099
万马爱充商储六村堡站,A1zWNNKm,A1zWMdKm,11:30 - 18:30,AlzTNNKm,西安市,陕西省西安市未央区六村堡街道丰产路73号,10099
万马爱充商储六村堡站,A1zbNtKm,A1zWMdKm,18:30 - 23:00,AlzQNtKm,西安市,陕西省西安市未央区六村堡街道丰产路73号,10099
万马爱充商储六村堡站,A1zRMtKm,A1zWMdKm,23:00 - 24:00,A1zUMtKm,西安市,陕西省西安市未央区六村堡街道丰产路73号,10099
万马爱充商储凤七物流园站,A1zRMtKm,A1zQMdKm,0:00 - 7:00,A1zWMtKm,西安市,陕西省西安市未央区凤城六路159号,16124
万马爱充商储凤七物流园站,A1zWNNKm,A1zQMdKm,7:00 - 8:00,A1zbNNKm,西安市,陕西省西安市未央区凤城六路159号,16124
万马爱充商储凤七物流园站,A1zbNtKm,A1zQMdKm,8:00 - 11:30,AlzSNtKm,西安市,陕西省西安市未央区凤城六路159号,16124
万马爱充商储凤七物流园站,A1zWNNKm,A1zQMdKm,11:30 - 18:30,A1zbNNKm,西安市,陕西省西安市未央区凤城六路159号,16124
万马爱充商储凤七物流园站,A1zbNtKm,A1zQMdKm,18:30 - 23:00,AlzSNtKm,西安市,陕西省西安市未央区凤城六路159号,16124
万马爱充商储凤七物流园站,A1zRMtKm,A1zQMdKm,23:00 - 24:00,A1zWMtKm,西安市,陕西省西安市未央区凤城六路159号,16124
万马爱充商储沣西物流园站,A1zQN9Kl,A1zWMdKm,0:00 - 7:00,A1zbN9Kl,西安市,陕西省西安市鄠邑区大庞路与393村道交叉口北150米,10102
万马爱充商储沣西物流园站,A1zVNtGm,A1zWMdKm,7:00 - 8:00,AlzSNtGm,西安市,陕西省西安市鄠邑区大庞路与393村道交叉口北150米,10102
万马爱充商储沣西物流园站,A1zaOdeu,A1zWMdKm,8:00 - 11:30,AlzXOdeu,西安市,陕西省西安市鄠邑区大庞路与393村道交叉口北150米,10102
万马爱充商储沣西物流园站,A1zVNtGm,A1zWMdKm,11:30 - 18:30,AlzSNtGm,西安市,陕西省西安市鄠邑区大庞路与393村道交叉口北150米,10102
万马爱充商储沣西物流园站,A1zaOdeu,A1zWMdKm,18:30 - 23:00,AlzXOdeu,西安市,陕西省西安市鄠邑区大庞路与393村道交叉口北150米,10102
万马爱充商储沣西物流园站,A1zQN9Kl,A1zWMdKm,23:00 - 24:00,A1zbN9Kl,西安市,陕西省西安市鄠邑区大庞路与393村道交叉口北150米,10102
万马爱充四季商业广场站,A1zUONKm,A1zTONKm,0:00 - 8:00,A1zbOdKm,苏州市,苏州市姑苏区新郭路333号四季广场（进门后直行到底后左拐到底）,12405
万马爱充四季商业广场站,A1zUONKm,A1zTONKm,8:00 - 12:00,A1zbOdKm,苏州市,苏州市姑苏区新郭路333号四季广场（进门后直行到底后左拐到底）,12405
万马爱充四季商业广场站,A1zUONKm,A1zTONKm,12:00 - 17:00,A1zbOdKm,苏州市,苏州市姑苏区新郭路333号四季广场（进门后直行到底后左拐到底）,12405
万马爱充四季商业广场站,A1zUONKm,A1zTONKm,17:00 - 21:00,A1zbOdKm,苏州市,苏州市姑苏区新郭路333号四季广场（进门后直行到底后左拐到底）,12405
万马爱充四季商业广场站,A1zUONKm,A1zTONKm,21:00 - 24:00,A1zbOdKm,苏州市,苏州市姑苏区新郭路333号四季广场（进门后直行到底后左拐到底）,12405
万马爱充国投泥金停车场站,A1zQMdKi,A1zQMdKm,0:00 - 7:00,A1zVMdKi,厦门市,福建省厦门市湖里区五通社区泥金公交总站旁国投停车场,19375
万马爱充国投泥金停车场站,A1zWNtGk,A1zQMdKm,7:00 - 8:30,A1zbNtGk,厦门市,福建省厦门市湖里区五通社区泥金公交总站旁国投停车场,19375
万马爱充国投泥金停车场站,A1zbNdSm,A1zQMdKm,8:30 - 11:30,AlzSNdSm,厦门市,福建省厦门市湖里区五通社区泥金公交总站旁国投停车场,19375
万马爱充国投泥金停车场站,A1zWNtGk,A1zQMdKm,11:30 - 14:30,A1zbNtGk,厦门市,福建省厦门市湖里区五通社区泥金公交总站旁国投停车场,19375
万马爱充国投泥金停车场站,A1zbNdSm,A1zQMdKm,14:30 - 17:30,AlzSNdSm,厦门市,福建省厦门市湖里区五通社区泥金公交总站旁国投停车场,19375
万马爱充国投泥金停车场站,A1zWNtGk,A1zQMdKm,17:30 - 19:00,A1zbNtGk,厦门市,福建省厦门市湖里区五通社区泥金公交总站旁国投停车场,19375
万马爱充国投泥金停车场站,A1zbNdSm,A1zQMdKm,19:00 - 21:00,AlzSNdSm,厦门市,福建省厦门市湖里区五通社区泥金公交总站旁国投停车场,19375
万马爱充国投泥金停车场站,A1zWNtGk,A1zQMdKm,21:00 - 23:00,A1zbNtGk,厦门市,福建省厦门市湖里区五通社区泥金公交总站旁国投停车场,19375
万马爱充国投泥金停车场站,A1zQMdKi,A1zQMdKm,23:00 - 24:00,A1zVMdKi,厦门市,福建省厦门市湖里区五通社区泥金公交总站旁国投停车场,19375
万马爱充圆融广场站,A1zUONKm,A1zRONKm,0:00 - 8:00,AlzTOdKm,苏州市,苏州市相城区南天成路111号水景路入口B2负二层C区（车位号799到810）,10086
万马爱充圆融广场站,A1zUONKm,A1zRONKm,8:00 - 12:00,AlzTOdKm,苏州市,苏州市相城区南天成路111号水景路入口B2负二层C区（车位号799到810）,10086
万马爱充圆融广场站,A1zUONKm,A1zRONKm,12:00 - 17:00,AlzTOdKm,苏州市,苏州市相城区南天成路111号水景路入口B2负二层C区（车位号799到810）,10086
万马爱充圆融广场站,A1zUONKm,A1zRONKm,17:00 - 21:00,AlzTOdKm,苏州市,苏州市相城区南天成路111号水景路入口B2负二层C区（车位号799到810）,10086
万马爱充圆融广场站,A1zUONKm,A1zRONKm,21:00 - 24:00,AlzTOdKm,苏州市,苏州市相城区南天成路111号水景路入口B2负二层C区（车位号799到810）,10086
万马爱充圣和府邸酒店站,A1zVONKm,A1zSONKm,0:00 - 24:00,A1zbOdKm,南京市,南京市玄武区长江路300号圣和府邸酒店地下停车场B3层,19357
万马爱充圣巴厘医院站,A1zQMtOj,A1zWNNqj,0:00 - 8:00,A1zbONKm,三亚市,海南省三亚市吉阳区吉阳大道190号圣巴厘医院,19262
万马爱充圣巴厘医院站,A1zVMtSk,A1zXNNGu,8:00 - 16:00,AlzTONKm,三亚市,海南省三亚市吉阳区吉阳大道190号圣巴厘医院,19262
万马爱充圣巴厘医院站,AlzTMtCl,A1zQNNWh,16:00 - 22:00,AlzQONKm,三亚市,海南省三亚市吉阳区吉阳大道190号圣巴厘医院,19262
万马爱充圣巴厘医院站,AlzTMtCl,A1zQNNWh,22:00 - 24:00,AlzQONKm,三亚市,海南省三亚市吉阳区吉阳大道190号圣巴厘医院,19262
万马爱充坪山石田路站,A1zRMtOn,A1zQNNqv,0:00 - 7:00,A1zWONKm,深圳市,深圳市坪山区坑梓街道石田路32号,10081
万马爱充坪山石田路站,A1zVNten,A1zSMNav,7:00 - 9:00,A1zUONKm,深圳市,深圳市坪山区坑梓街道石田路32号,10081
万马爱充坪山石田路站,AlzTM9Wg,A1zTOdCi,9:00 - 11:30,AlzSMNKm,深圳市,深圳市坪山区坑梓街道石田路32号,10081
万马爱充坪山石田路站,A1zVNten,A1zSMNav,11:30 - 14:00,A1zUONKm,深圳市,深圳市坪山区坑梓街道石田路32号,10081
万马爱充坪山石田路站,AlzTM9Wg,A1zTOdCi,14:00 - 16:30,AlzSMNKm,深圳市,深圳市坪山区坑梓街道石田路32号,10081
万马爱充坪山石田路站,A1zVNten,A1zSMNav,16:30 - 19:00,A1zUONKm,深圳市,深圳市坪山区坑梓街道石田路32号,10081
万马爱充坪山石田路站,AlzTM9Wg,A1zTOdCi,19:00 - 21:00,AlzSMNKm,深圳市,深圳市坪山区坑梓街道石田路32号,10081
万马爱充坪山石田路站,A1zVNten,A1zSMNav,21:00 - 23:00,A1zUONKm,深圳市,深圳市坪山区坑梓街道石田路32号,10081
万马爱充坪山石田路站,A1zRMtOn,A1zQNNqv,23:00 - 24:00,A1zWONKm,深圳市,深圳市坪山区坑梓街道石田路32号,10081
万马爱充城南路站,A1zUONKm,A1zXMdKm,0:00 - 24:00,AlzSONKm,无锡市,无锡市新吴区城南路208号世纪风服饰公司东南角（进门后直行200米左拐）,9573
万马爱充城市之光站,AlzTMdKm,A1zRMdKm,0:00 - 24:00,AlzRMdKm,南京市,南京市江宁区天元东路城市之光地下停车场B2层,12403
万马爱充大康路328工业区站,A1zRMtOn,A1zSNNqv,0:00 - 7:00,A1zQONKm,深圳市,深圳市龙岗区横岗街道328工业园内,10025
万马爱充大康路328工业区站,A1zVNten,A1zSMdav,7:00 - 9:00,A1zUOdKm,深圳市,深圳市龙岗区横岗街道328工业园内,10025
万马爱充大康路328工业区站,AlzTM9Wg,A1zTOdCi,9:00 - 11:30,AlzSMNKm,深圳市,深圳市龙岗区横岗街道328工业园内,10025
万马爱充大康路328工业区站,A1zVNten,A1zSMdav,11:30 - 14:00,A1zUOdKm,深圳市,深圳市龙岗区横岗街道328工业园内,10025
万马爱充大康路328工业区站,AlzTM9Wg,A1zTOdCi,14:00 - 16:30,AlzSMNKm,深圳市,深圳市龙岗区横岗街道328工业园内,10025
万马爱充大康路328工业区站,A1zVNten,A1zSMdav,16:30 - 19:00,A1zUOdKm,深圳市,深圳市龙岗区横岗街道328工业园内,10025
万马爱充大康路328工业区站,AlzTM9Wg,A1zTOdCi,19:00 - 21:00,AlzSMNKm,深圳市,深圳市龙岗区横岗街道328工业园内,10025
万马爱充大康路328工业区站,A1zVNten,A1zSMdav,21:00 - 23:00,A1zUOdKm,深圳市,深圳市龙岗区横岗街道328工业园内,10025
万马爱充大康路328工业区站,A1zRMtOn,A1zSNNqv,23:00 - 24:00,A1zQONKm,深圳市,深圳市龙岗区横岗街道328工业园内,10025
万马爱充大江东临江高新技术产业园站,A1zXM9Km,A1zQMdKm,0:00 - 8:00,A1zUM9Km,杭州市,杭州市萧山区纬二路99号,16738
万马爱充大江东临江高新技术产业园站,A1zaMdKm,A1zTMdKm,8:00 - 11:00,A1zaMdKm,杭州市,杭州市萧山区纬二路99号,16738
万马爱充大江东临江高新技术产业园站,A1zXM9Km,A1zQMdKm,11:00 - 13:00,A1zUM9Km,杭州市,杭州市萧山区纬二路99号,16738
万马爱充大江东临江高新技术产业园站,A1zaMdKm,A1zTMdKm,13:00 - 19:00,A1zaMdKm,杭州市,杭州市萧山区纬二路99号,16738
万马爱充大江东临江高新技术产业园站,AlzTOdKm,A1zTMdKm,19:00 - 21:00,AlzTOdKm,杭州市,杭州市萧山区纬二路99号,16738
万马爱充大江东临江高新技术产业园站,A1zaMdKm,A1zTMdKm,21:00 - 22:00,A1zaMdKm,杭州市,杭州市萧山区纬二路99号,16738
万马爱充大江东临江高新技术产业园站,A1zXM9Km,A1zQMdKm,22:00 - 24:00,A1zUM9Km,杭州市,杭州市萧山区纬二路99号,16738
万马爱充大浪玉田花园站,A1zRMtOn,A1zSNNqv,0:00 - 7:00,A1zQONKm,深圳市,龙华新区玉田花园枭龙路东,10085
万马爱充大浪玉田花园站,A1zVNten,A1zSMdav,7:00 - 9:00,A1zUOdKm,深圳市,龙华新区玉田花园枭龙路东,10085
万马爱充大浪玉田花园站,AlzTM9Wg,A1zSMdCi,9:00 - 11:30,AlzSMtKm,深圳市,龙华新区玉田花园枭龙路东,10085
万马爱充大浪玉田花园站,A1zVNten,A1zSMdav,11:30 - 14:00,A1zUOdKm,深圳市,龙华新区玉田花园枭龙路东,10085
万马爱充大浪玉田花园站,AlzTM9Wg,A1zSMdCi,14:00 - 16:30,AlzSMtKm,深圳市,龙华新区玉田花园枭龙路东,10085
万马爱充大浪玉田花园站,A1zVNten,A1zSMdav,16:30 - 19:00,A1zUOdKm,深圳市,龙华新区玉田花园枭龙路东,10085
万马爱充大浪玉田花园站,AlzTM9Wg,A1zSMdCi,19:00 - 21:00,AlzSMtKm,深圳市,龙华新区玉田花园枭龙路东,10085
万马爱充大浪玉田花园站,A1zVNten,A1zSMdav,21:00 - 23:00,A1zUOdKm,深圳市,龙华新区玉田花园枭龙路东,10085
万马爱充大浪玉田花园站,A1zRMtOn,A1zSNNqv,23:00 - 24:00,A1zQONKm,深圳市,龙华新区玉田花园枭龙路东,10085
万马爱充大鹏欢乐海湾度假区站,A1zRMtOn,A1zVMNqv,0:00 - 7:00,A1zbNNKm,深圳市,大鹏街道鹏城社区鹏飞路278号富华厂工业园,9201
万马爱充大鹏欢乐海湾度假区站,A1zVNten,A1zWNtav,7:00 - 9:00,AlzRNNKm,深圳市,大鹏街道鹏城社区鹏飞路278号富华厂工业园,9201
万马爱充大鹏欢乐海湾度假区站,AlzTM9Wg,A1zRM9Ci,9:00 - 11:30,AlzRNNKm,深圳市,大鹏街道鹏城社区鹏飞路278号富华厂工业园,9201
万马爱充大鹏欢乐海湾度假区站,A1zVNten,A1zWNtav,11:30 - 14:00,AlzRNNKm,深圳市,大鹏街道鹏城社区鹏飞路278号富华厂工业园,9201
万马爱充大鹏欢乐海湾度假区站,AlzTM9Wg,A1zRM9Ci,14:00 - 16:30,AlzRNNKm,深圳市,大鹏街道鹏城社区鹏飞路278号富华厂工业园,9201
万马爱充大鹏欢乐海湾度假区站,A1zVNten,A1zWNtav,16:30 - 19:00,AlzRNNKm,深圳市,大鹏街道鹏城社区鹏飞路278号富华厂工业园,9201
万马爱充大鹏欢乐海湾度假区站,AlzTM9Wg,A1zRM9Ci,19:00 - 21:00,AlzRNNKm,深圳市,大鹏街道鹏城社区鹏飞路278号富华厂工业园,9201
万马爱充大鹏欢乐海湾度假区站,A1zVNten,A1zWNtav,21:00 - 23:00,AlzRNNKm,深圳市,大鹏街道鹏城社区鹏飞路278号富华厂工业园,9201
万马爱充大鹏欢乐海湾度假区站,A1zRMtOn,A1zVMNqv,23:00 - 24:00,A1zbNNKm,深圳市,大鹏街道鹏城社区鹏飞路278号富华厂工业园,9201
万马爱充天和高科站,A1zXM9Km,A1zQMdKm,0:00 - 8:00,A1zUM9Km,杭州市,滨江区秋溢路与江虹路交叉口往东100米（进门后左拐）,16738
万马爱充天和高科站,A1zaMdKm,A1zTMdKm,8:00 - 11:00,A1zaMdKm,杭州市,滨江区秋溢路与江虹路交叉口往东100米（进门后左拐）,16738
万马爱充天和高科站,A1zXM9Km,A1zQMdKm,11:00 - 13:00,A1zUM9Km,杭州市,滨江区秋溢路与江虹路交叉口往东100米（进门后左拐）,16738
万马爱充天和高科站,A1zaMdKm,A1zTMdKm,13:00 - 19:00,A1zaMdKm,杭州市,滨江区秋溢路与江虹路交叉口往东100米（进门后左拐）,16738
万马爱充天和高科站,AlzTOdKm,A1zTMdKm,19:00 - 21:00,AlzTOdKm,杭州市,滨江区秋溢路与江虹路交叉口往东100米（进门后左拐）,16738
万马爱充天和高科站,A1zaMdKm,A1zTMdKm,21:00 - 22:00,A1zaMdKm,杭州市,滨江区秋溢路与江虹路交叉口往东100米（进门后左拐）,16738
万马爱充天和高科站,A1zXM9Km,A1zQMdKm,22:00 - 24:00,A1zUM9Km,杭州市,滨江区秋溢路与江虹路交叉口往东100米（进门后左拐）,16738
万马爱充天安数码城站,A1zVNNKm,A1zQNdKm,0:00 - 24:00,A1zaONKm,佛山市,佛山市南海区桂城街道简平路1号天安数码城（小车站）,9979
万马爱充天来泉慢充站,AlzTMdKm,A1zVMdKm,0:00 - 24:00,AlzVMdKm,省直辖县级行政区划,海南省琼海市官塘大道与豪华路交叉口天来泉小区,20704
万马爱充天涯海角站,A1zQMtOj,A1zQNNqj,0:00 - 8:00,A1zVONKm,三亚市,海南省三亚市天涯区天涯海角正门对面停车场,20639
万马爱充天涯海角站,A1zVMtSk,A1zQNNGu,8:00 - 16:00,A1zaONKm,三亚市,海南省三亚市天涯区天涯海角正门对面停车场,20639
万马爱充天涯海角站,AlzTMtCl,A1zQNNWh,16:00 - 22:00,AlzQONKm,三亚市,海南省三亚市天涯区天涯海角正门对面停车场,20639
万马爱充天涯海角站,AlzTMtCl,A1zQNNWh,22:00 - 24:00,AlzQONKm,三亚市,海南省三亚市天涯区天涯海角正门对面停车场,20639
万马爱充天虹商场站,A1zUONKm,A1zSNtKm,0:00 - 8:00,A1zaN9Km,苏州市,苏州市工业园区苏雅路388号天虹商场地下车库（B2层F区）,18437
万马爱充天虹商场站,A1zUONKm,A1zSNtKm,8:00 - 12:00,A1zaN9Km,苏州市,苏州市工业园区苏雅路388号天虹商场地下车库（B2层F区）,18437
万马爱充天虹商场站,A1zUONKm,A1zSNtKm,12:00 - 17:00,A1zaN9Km,苏州市,苏州市工业园区苏雅路388号天虹商场地下车库（B2层F区）,18437
万马爱充天虹商场站,A1zUONKm,A1zSNtKm,17:00 - 21:00,A1zaN9Km,苏州市,苏州市工业园区苏雅路388号天虹商场地下车库（B2层F区）,18437
万马爱充天虹商场站,A1zUONKm,A1zSNtKm,21:00 - 24:00,A1zaN9Km,苏州市,苏州市工业园区苏雅路388号天虹商场地下车库（B2层F区）,18437
万马爱充天达大厦站,A1zbOdKm,A1zQMdKm,0:00 - 8:00,AlzSOdKm,杭州市,浙江省杭州市江干区艮山东路182号天达大厦，地下车库负一层,16739
万马爱充天达大厦站,A1zbOdKm,A1zQMdKm,8:00 - 11:00,AlzSOdKm,杭州市,浙江省杭州市江干区艮山东路182号天达大厦，地下车库负一层,16739
万马爱充天达大厦站,A1zbOdKm,A1zQMdKm,11:00 - 13:00,AlzSOdKm,杭州市,浙江省杭州市江干区艮山东路182号天达大厦，地下车库负一层,16739
万马爱充天达大厦站,A1zbOdKm,A1zQMdKm,13:00 - 19:00,AlzSOdKm,杭州市,浙江省杭州市江干区艮山东路182号天达大厦，地下车库负一层,16739
万马爱充天达大厦站,A1zbOdKm,A1zQMdKm,19:00 - 21:00,AlzSOdKm,杭州市,浙江省杭州市江干区艮山东路182号天达大厦，地下车库负一层,16739
万马爱充天达大厦站,A1zbOdKm,A1zQMdKm,21:00 - 22:00,AlzSOdKm,杭州市,浙江省杭州市江干区艮山东路182号天达大厦，地下车库负一层,16739
万马爱充天达大厦站,A1zbOdKm,A1zQMdKm,22:00 - 24:00,AlzSOdKm,杭州市,浙江省杭州市江干区艮山东路182号天达大厦，地下车库负一层,16739
万马爱充天长通信站,A1zXM9Km,A1zQMdKm,0:00 - 8:00,A1zUM9Km,杭州市,浙江省杭州市余杭区龙泉路8-1,16738
万马爱充天长通信站,A1zaMdKm,A1zTMdKm,8:00 - 11:00,A1zaMdKm,杭州市,浙江省杭州市余杭区龙泉路8-1,16738
万马爱充天长通信站,A1zXM9Km,A1zQMdKm,11:00 - 13:00,A1zUM9Km,杭州市,浙江省杭州市余杭区龙泉路8-1,16738
万马爱充天长通信站,A1zaMdKm,A1zTMdKm,13:00 - 19:00,A1zaMdKm,杭州市,浙江省杭州市余杭区龙泉路8-1,16738
万马爱充天长通信站,AlzTOdKm,A1zTMdKm,19:00 - 21:00,AlzTOdKm,杭州市,浙江省杭州市余杭区龙泉路8-1,16738
万马爱充天长通信站,A1zaMdKm,A1zTMdKm,21:00 - 22:00,A1zaMdKm,杭州市,浙江省杭州市余杭区龙泉路8-1,16738
万马爱充天长通信站,A1zXM9Km,A1zQMdKm,22:00 - 24:00,A1zUM9Km,杭州市,浙江省杭州市余杭区龙泉路8-1,16738
万马爱充学府雅苑站,AlzTMdKm,A1zVMdKm,0:00 - 8:00,AlzVMdKm,南京市,南京市溧水区珍珠南路158号,36
万马爱充学府雅苑站,AlzTMdKm,A1zVMdKm,8:00 - 20:00,AlzVMdKm,南京市,南京市溧水区珍珠南路158号,36
万马爱充学府雅苑站,AlzTMdKm,A1zVMdKm,20:00 - 22:00,AlzVMdKm,南京市,南京市溧水区珍珠南路158号,36
万马爱充学府雅苑站,AlzTMdKm,A1zVMdKm,22:00 - 24:00,AlzVMdKm,南京市,南京市溧水区珍珠南路158号,36
万马爱充宜昌共联大市场站,A1zQNNKm,A1zRNNKm,0:00 - 8:00,A1zVMdKm,宜昌市,宜昌市伍家岗区伍临路共联商贸大市场内,9274
万马爱充宜昌共联大市场站,A1zWNNKm,A1zRNNKm,8:00 - 10:00,A1zbMdKm,宜昌市,宜昌市伍家岗区伍临路共联商贸大市场内,9274
万马爱充宜昌共联大市场站,A1zaNNKm,A1zRNNKm,10:00 - 12:00,AlzRMdKm,宜昌市,宜昌市伍家岗区伍临路共联商贸大市场内,9274
万马爱充宜昌共联大市场站,A1zWNNKm,A1zRNNKm,12:00 - 18:00,A1zbMdKm,宜昌市,宜昌市伍家岗区伍临路共联商贸大市场内,9274
万马爱充宜昌共联大市场站,A1zaNNKm,A1zRNNKm,18:00 - 22:00,AlzRMdKm,宜昌市,宜昌市伍家岗区伍临路共联商贸大市场内,9274
万马爱充宜昌共联大市场站,A1zWNNKm,A1zRNNKm,22:00 - 24:00,A1zbMdKm,宜昌市,宜昌市伍家岗区伍临路共联商贸大市场内,9274
万马爱充尤特站,A1zQNdKm,A1zXMdKm,0:00 - 8:00,A1zUNdKm,东莞市,新基村新能源产业园尤特物流园内,16650
万马爱充尤特站,A1zVNdKm,A1zXMdKm,8:00 - 9:00,AlzTNdKm,东莞市,新基村新能源产业园尤特物流园内,16650
万马爱充尤特站,AlzTNdKm,A1zQMdKm,9:00 - 12:00,AlzQNdKm,东莞市,新基村新能源产业园尤特物流园内,16650
万马爱充尤特站,A1zVNdKm,A1zXMdKm,12:00 - 19:00,AlzTNdKm,东莞市,新基村新能源产业园尤特物流园内,16650
万马爱充尤特站,AlzTNdKm,A1zQMdKm,19:00 - 22:00,AlzQNdKm,东莞市,新基村新能源产业园尤特物流园内,16650
万马爱充尤特站,A1zVNdKm,A1zXMdKm,22:00 - 24:00,AlzTNdKm,东莞市,新基村新能源产业园尤特物流园内,16650
万马爱充尧新大道站,A1zVONKm,A1zSONKm,0:00 - 24:00,A1zbOdKm,南京市,南京市栖霞区尧新大道88号，南京金圣泰洗化有限公司内地面停车场,19357
万马爱充山西路TOUCH酒店站,A1zVONKm,A1zSONKm,0:00 - 24:00,A1zbOdKm,南京市,南京市鼓楼区傅佐路31号Touch酒店旁地面停车场,19357
万马爱充左海公园北门站,A1zQMdKi,A1zUMdKm,0:00 - 7:00,AlzTMdKi,福州市,福建省福州市鼓楼区铜盘路左海公园北大门旁停车场,20714
万马爱充左海公园北门站,A1zWNtGk,A1zVMdKm,7:00 - 8:30,AlzSNtGk,福州市,福建省福州市鼓楼区铜盘路左海公园北大门旁停车场,20714
万马爱充左海公园北门站,A1zbNdSm,A1zWMdKm,8:30 - 11:30,AlzQNdSm,福州市,福建省福州市鼓楼区铜盘路左海公园北大门旁停车场,20714
万马爱充左海公园北门站,A1zWNtGk,A1zVMdKm,11:30 - 14:30,AlzSNtGk,福州市,福建省福州市鼓楼区铜盘路左海公园北大门旁停车场,20714
万马爱充左海公园北门站,A1zbNdSm,A1zWMdKm,14:30 - 17:30,AlzQNdSm,福州市,福建省福州市鼓楼区铜盘路左海公园北大门旁停车场,20714
万马爱充左海公园北门站,A1zWNtGk,A1zVMdKm,17:30 - 19:00,AlzSNtGk,福州市,福建省福州市鼓楼区铜盘路左海公园北大门旁停车场,20714
万马爱充左海公园北门站,A1zbNdSm,A1zWMdKm,19:00 - 21:00,AlzQNdSm,福州市,福建省福州市鼓楼区铜盘路左海公园北大门旁停车场,20714
万马爱充左海公园北门站,A1zWNtGk,A1zVMdKm,21:00 - 23:00,AlzSNtGk,福州市,福建省福州市鼓楼区铜盘路左海公园北大门旁停车场,20714
万马爱充左海公园北门站,A1zQMdKi,A1zUMdKm,23:00 - 24:00,AlzTMdKi,福州市,福建省福州市鼓楼区铜盘路左海公园北大门旁停车场,20714
万马爱充巨银科技园站,A1zRMtOn,A1zXMdKm,0:00 - 7:00,A1zVMtOn,深圳市,深圳市龙岗区甘李路1号巨银科技园内,20812
万马爱充巨银科技园站,A1zVNten,A1zXMdKm,7:00 - 9:00,AlzTNten,深圳市,深圳市龙岗区甘李路1号巨银科技园内,20812
万马爱充巨银科技园站,AlzTM9Wg,A1zXMdKm,9:00 - 11:30,AlzXM9Wg,深圳市,深圳市龙岗区甘李路1号巨银科技园内,20812
万马爱充巨银科技园站,A1zVNten,A1zXMdKm,11:30 - 14:00,AlzTNten,深圳市,深圳市龙岗区甘李路1号巨银科技园内,20812
万马爱充巨银科技园站,AlzTM9Wg,A1zXMdKm,14:00 - 16:30,AlzXM9Wg,深圳市,深圳市龙岗区甘李路1号巨银科技园内,20812
万马爱充巨银科技园站,A1zVNten,A1zXMdKm,16:30 - 19:00,AlzTNten,深圳市,深圳市龙岗区甘李路1号巨银科技园内,20812
万马爱充巨银科技园站,AlzTM9Wg,A1zXMdKm,19:00 - 21:00,AlzXM9Wg,深圳市,深圳市龙岗区甘李路1号巨银科技园内,20812
万马爱充巨银科技园站,A1zVNten,A1zXMdKm,21:00 - 23:00,AlzTNten,深圳市,深圳市龙岗区甘李路1号巨银科技园内,20812
万马爱充巨银科技园站,A1zRMtOn,A1zXMdKm,23:00 - 24:00,A1zVMtOn,深圳市,深圳市龙岗区甘李路1号巨银科技园内,20812
万马爱充广州北站,A1zQNdKm,A1zRNNKm,0:00 - 8:00,A1zWONKm,广州市,广东省广州市花都区广州北站望亭路,19284
万马爱充广州北站,A1zVNdKm,A1zSNNKm,8:00 - 14:00,A1zUONKm,广州市,广东省广州市花都区广州北站望亭路,19284
万马爱充广州北站,AlzTNdKm,A1zSNNKm,14:00 - 17:00,AlzSONKm,广州市,广东省广州市花都区广州北站望亭路,19284
万马爱充广州北站,A1zVNdKm,A1zSNNKm,17:00 - 19:00,A1zUONKm,广州市,广东省广州市花都区广州北站望亭路,19284
万马爱充广州北站,AlzTNdKm,A1zSNNKm,19:00 - 22:00,AlzSONKm,广州市,广东省广州市花都区广州北站望亭路,19284
万马爱充广州北站,A1zVNdKm,A1zSNNKm,22:00 - 24:00,A1zUONKm,广州市,广东省广州市花都区广州北站望亭路,19284
万马爱充建阳欣语站,A1zQMNKm,A1zRNNKm,0:00 - 7:00,A1zWN9Km,成都市,成都市双流区东升街道电视塔路三段80号,20771
万马爱充建阳欣语站,A1zbNdKm,A1zSOdKm,7:00 - 11:00,AlzTM9Km,成都市,成都市双流区东升街道电视塔路三段80号,20771
万马爱充建阳欣语站,A1zWOdKm,A1zRMdKm,11:00 - 19:00,A1zUOdKm,成都市,成都市双流区东升街道电视塔路三段80号,20771
